Date,Currency,ExchangeRate
2021-08-06,GBP,0.848268
2021-08-07,GBP,0.847631
2021-08-08,GBP,0.848791
2021-08-09,GBP,0.847711
2021-08-10,GBP,0.847474
2021-08-11,GBP,0.846628
2021-08-12,GBP,0.850397
2021-08-13,GBP,0.851196
2021-08-14,GBP,0.851653
2021-08-15,GBP,0.84984
2021-08-16,GBP,0.850818
2020-08-16,DKK,7.447647
2020-08-17,DKK,7.447415
2020-08-18,DKK,7.445591
2020-08-19,DKK,7.445591
2020-08-20,DKK,7.444383
2020-08-21,DKK,7.444494
2020-08-22,DKK,7.444177
2020-08-23,DKK,7.445329
2020-08-24,DKK,7.442814
2020-08-25,DKK,7.443099
2020-08-26,DKK,7.443262
2020-08-27,DKK,7.443116
2020-08-28,DKK,7.442204
2020-08-29,DKK,7.442204
2020-08-30,DKK,7.442342
2020-08-31,DKK,7.443379
2020-09-01,DKK,7.444003
2020-09-02,DKK,7.441856
2020-09-03,DKK,7.440577
2020-09-04,DKK,7.440075
2020-09-05,DKK,7.440075
2020-09-06,DKK,7.440069
2020-09-07,DKK,7.440862
2020-09-08,DKK,7.441206
2020-09-09,DKK,7.440261
2020-09-10,DKK,7.440451
2020-09-11,DKK,7.438977
2020-09-12,DKK,7.440171
2020-09-13,DKK,7.440178
2020-09-14,DKK,7.440131
2020-09-15,DKK,7.440446
2020-09-16,DKK,7.440033
2020-09-17,DKK,7.44035
2020-09-18,DKK,7.439357
2020-09-19,DKK,7.439765
2020-09-20,DKK,7.440779
2020-09-21,DKK,7.440674
2020-09-22,DKK,7.441386
2020-09-23,DKK,7.443182
2020-09-24,DKK,7.446007
2020-09-25,DKK,7.444436
2020-09-26,DKK,7.444788
2020-09-27,DKK,7.445715
2020-09-28,DKK,7.445244
2020-09-29,DKK,7.446152
2020-09-30,DKK,7.444922
2020-10-01,DKK,7.44346
2020-10-02,DKK,7.443043
2020-10-03,DKK,7.443139
2020-10-04,DKK,7.441736
2020-10-05,DKK,7.440994
2020-10-06,DKK,7.441277
2020-10-07,DKK,7.442927
2020-10-08,DKK,7.442791
2020-10-09,DKK,7.441064
2020-10-10,DKK,7.442038
2020-10-11,DKK,7.441568
2020-10-12,DKK,7.441675
2020-10-13,DKK,7.443105
2020-10-14,DKK,7.443174
2020-10-15,DKK,7.442923
2020-10-16,DKK,7.441886
2020-10-17,DKK,7.440957
2020-10-18,DKK,7.44179
2020-10-19,DKK,7.441634
2020-10-20,DKK,7.443286
2020-10-21,DKK,7.441243
2020-10-22,DKK,7.440896
2020-10-23,DKK,7.440915
2020-10-24,DKK,7.442295
2020-10-25,DKK,7.441769
2020-10-26,DKK,7.440543
2020-10-27,DKK,7.440839
2020-10-28,DKK,7.444734
2020-10-29,DKK,7.445298
2020-10-30,DKK,7.46258
2020-10-31,DKK,7.463907
2020-11-01,DKK,7.445197
2020-11-02,DKK,7.446638
2020-11-03,DKK,7.447186
2020-11-04,DKK,7.444907
2020-11-05,DKK,7.447644
2020-11-06,DKK,7.451912
2020-11-07,DKK,7.452069
2020-11-08,DKK,7.452758
2020-11-09,DKK,7.446337
2020-11-10,DKK,7.445695
2020-11-11,DKK,7.445602
2020-11-12,DKK,7.446115
2020-11-13,DKK,7.449926
2020-11-14,DKK,7.45111
2020-11-15,DKK,7.452909
2020-11-16,DKK,7.446491
2020-11-17,DKK,7.4482
2020-11-18,DKK,7.452428
2020-11-19,DKK,7.45129
2020-11-20,DKK,7.448099
2020-11-21,DKK,7.448191
2020-11-22,DKK,7.447812
2020-11-23,DKK,7.445288
2020-11-24,DKK,7.443165
2020-11-25,DKK,7.443263
2020-11-26,DKK,7.443535
2020-11-27,DKK,7.442062
2020-11-28,DKK,7.442529
2020-11-29,DKK,7.443028
2020-11-30,DKK,7.442569
2020-12-01,DKK,7.444106
2020-12-02,DKK,7.44462
2020-12-03,DKK,7.444355
2020-12-04,DKK,7.443431
2020-12-05,DKK,7.443431
2020-12-06,DKK,7.4436
2020-12-07,DKK,7.444127
2020-12-08,DKK,7.443395
2020-12-09,DKK,7.443892
2020-12-10,DKK,7.444006
2020-12-11,DKK,7.440458
2020-12-12,DKK,7.440519
2020-12-13,DKK,7.441517
2020-12-14,DKK,7.442007
2020-12-15,DKK,7.441834
2020-12-16,DKK,7.441223
2020-12-17,DKK,7.440664
2020-12-18,DKK,7.43856
2020-12-19,DKK,7.43856
2020-12-20,DKK,7.439633
2020-12-21,DKK,7.43869
2020-12-22,DKK,7.439451
2020-12-23,DKK,7.438881
2020-12-24,DKK,7.439
2020-12-25,DKK,7.435626
2020-12-26,DKK,7.435626
2020-12-27,DKK,7.438622
2020-12-28,DKK,7.435446
2020-12-29,DKK,7.438978
2020-12-30,DKK,7.44165
2020-12-31,DKK,7.439487
2021-01-01,DKK,7.418605
2021-01-02,DKK,7.393733
2021-01-03,DKK,7.441351
2021-01-04,DKK,7.439977
2021-01-05,DKK,7.43947
2021-01-06,DKK,7.439641
2021-01-07,DKK,7.439358
2021-01-08,DKK,7.436759
2021-01-09,DKK,7.439681
2021-01-10,DKK,7.436835
2021-01-11,DKK,7.438141
2021-01-12,DKK,7.439348
2021-01-13,DKK,7.439459
2021-01-14,DKK,7.439083
2021-01-15,DKK,7.439049
2021-01-16,DKK,7.438194
2021-01-17,DKK,7.438151
2021-01-18,DKK,7.439735
2021-01-19,DKK,7.439211
2021-01-20,DKK,7.438649
2021-01-21,DKK,7.439816
2021-01-22,DKK,7.44078
2021-01-23,DKK,7.44078
2021-01-24,DKK,7.43959
2021-01-25,DKK,7.439621
2021-01-26,DKK,7.439574
2021-01-27,DKK,7.437555
2021-01-28,DKK,7.437568
2021-01-29,DKK,7.43862
2021-01-30,DKK,7.437981
2021-01-31,DKK,7.437677
2021-02-01,DKK,7.437183
2021-02-02,DKK,7.437969
2021-02-03,DKK,7.438276
2021-02-04,DKK,7.436429
2021-02-05,DKK,7.43577
2021-02-06,DKK,7.43577
2021-02-07,DKK,7.435981
2021-02-08,DKK,7.438348
2021-02-09,DKK,7.437336
2021-02-10,DKK,7.437513
2021-02-11,DKK,7.437411
2021-02-12,DKK,7.436439
2021-02-13,DKK,7.436775
2021-02-14,DKK,7.436749
2021-02-15,DKK,7.436481
2021-02-16,DKK,7.436103
2021-02-17,DKK,7.436437
2021-02-18,DKK,7.436591
2021-02-19,DKK,7.436573
2021-02-20,DKK,7.436788
2021-02-21,DKK,7.436997
2021-02-22,DKK,7.437927
2021-02-23,DKK,7.436692
2021-02-24,DKK,7.436561
2021-02-25,DKK,7.436455
2021-02-26,DKK,7.435857
2021-02-27,DKK,7.43587
2021-02-28,DKK,7.437123
2021-03-01,DKK,7.435999
2021-03-02,DKK,7.436424
2021-03-03,DKK,7.435945
2021-03-04,DKK,7.436075
2021-03-05,DKK,7.43803
2021-03-06,DKK,7.43803
2021-03-07,DKK,7.436111
2021-03-08,DKK,7.43616
2021-03-09,DKK,7.436836
2021-03-10,DKK,7.436577
2021-03-11,DKK,7.43658
2021-03-12,DKK,7.436398
2021-03-13,DKK,7.436296
2021-03-14,DKK,7.436624
2021-03-15,DKK,7.436396
2021-03-16,DKK,7.435845
2021-03-17,DKK,7.435628
2021-03-18,DKK,7.435323
2021-03-19,DKK,7.462739
2021-03-20,DKK,7.462739
2021-03-21,DKK,7.436036
2021-03-22,DKK,7.436177
2021-03-23,DKK,7.435752
2021-03-24,DKK,7.435978
2021-03-25,DKK,7.436036
2021-03-26,DKK,7.437196
2021-03-27,DKK,7.437196
2021-03-28,DKK,7.436192
2021-03-29,DKK,7.43571
2021-03-30,DKK,7.43758
2021-03-31,DKK,7.437981
2021-04-01,DKK,7.437695
2021-04-02,DKK,7.438516
2021-04-03,DKK,7.437757
2021-04-04,DKK,7.437612
2021-04-05,DKK,7.437662
2021-04-06,DKK,7.436842
2021-04-07,DKK,7.437365
2021-04-08,DKK,7.437426
2021-04-09,DKK,7.436929
2021-04-10,DKK,7.43753
2021-04-11,DKK,7.437187
2021-04-12,DKK,7.437558
2021-04-13,DKK,7.437287
2021-04-14,DKK,7.437136
2021-04-15,DKK,7.43697
2021-04-16,DKK,7.436366
2021-04-17,DKK,7.436238
2021-04-18,DKK,7.436367
2021-04-19,DKK,7.436436
2021-04-20,DKK,7.436252
2021-04-21,DKK,7.436575
2021-04-22,DKK,7.436363
2021-04-23,DKK,7.438279
2021-04-24,DKK,7.436602
2021-04-25,DKK,7.436145
2021-04-26,DKK,7.436016
2021-04-27,DKK,7.436545
2021-04-28,DKK,7.435796
2021-04-29,DKK,7.436037
2021-04-30,DKK,7.435287
2021-05-01,DKK,7.435866
2021-05-02,DKK,7.436408
2021-05-03,DKK,7.436499
2021-05-04,DKK,7.436104
2021-05-05,DKK,7.436081
2021-05-06,DKK,7.436386
2021-05-07,DKK,7.436489
2021-05-08,DKK,7.435638
2021-05-09,DKK,7.436171
2021-05-10,DKK,7.435565
2021-05-11,DKK,7.435442
2021-05-12,DKK,7.436129
2021-05-13,DKK,7.436374
2021-05-14,DKK,7.435728
2021-05-15,DKK,7.436631
2021-05-16,DKK,7.436619
2021-05-17,DKK,7.436558
2021-05-18,DKK,7.436228
2021-05-19,DKK,7.435976
2021-05-20,DKK,7.436385
2021-05-21,DKK,7.435384
2021-05-22,DKK,7.435384
2021-05-23,DKK,7.436463
2021-05-24,DKK,7.436504
2021-05-25,DKK,7.436093
2021-05-26,DKK,7.436067
2021-05-27,DKK,7.436537
2021-05-28,DKK,7.436587
2021-05-29,DKK,7.436602
2021-05-30,DKK,7.43673
2021-05-31,DKK,7.437237
2021-06-01,DKK,7.438025
2021-06-02,DKK,7.437322
2021-06-03,DKK,7.436481
2021-06-04,DKK,7.436854
2021-06-05,DKK,7.436421
2021-06-06,DKK,7.436799
2021-06-07,DKK,7.437185
2021-06-08,DKK,7.4368
2021-06-09,DKK,7.436505
2021-06-10,DKK,7.436397
2021-06-11,DKK,7.436936
2021-06-12,DKK,7.436936
2021-06-13,DKK,7.436361
2021-06-14,DKK,7.436347
2021-06-15,DKK,7.436754
2021-06-16,DKK,7.4366
2021-06-17,DKK,7.436974
2021-06-18,DKK,7.436522
2021-06-19,DKK,7.437055
2021-06-20,DKK,7.436218
2021-06-21,DKK,7.43636
2021-06-22,DKK,7.436372
2021-06-23,DKK,7.43622
2021-06-24,DKK,7.436537
2021-06-25,DKK,7.437313
2021-06-26,DKK,7.436441
2021-06-27,DKK,7.436358
2021-06-28,DKK,7.436351
2021-06-29,DKK,7.436064
2021-06-30,DKK,7.436183
2021-07-01,DKK,7.435895
2021-07-02,DKK,7.435138
2021-07-03,DKK,7.435672
2021-07-04,DKK,7.436079
2021-07-05,DKK,7.436267
2021-07-06,DKK,7.435714
2021-07-07,DKK,7.436167
2021-07-08,DKK,7.436622
2021-07-09,DKK,7.437562
2021-07-10,DKK,7.437122
2021-07-11,DKK,7.436913
2021-07-12,DKK,7.437389
2021-07-13,DKK,7.436886
2021-07-14,DKK,7.43772
2021-07-15,DKK,7.437425
2021-07-16,DKK,7.43813
2021-07-17,DKK,7.437402
2021-07-18,DKK,7.436809
2021-07-19,DKK,7.438358
2021-07-20,DKK,7.438483
2021-07-21,DKK,7.43838
2021-07-22,DKK,7.437818
2021-07-23,DKK,7.436627
2021-07-24,DKK,7.431833
2021-07-25,DKK,7.435506
2021-07-26,DKK,7.436038
2021-07-27,DKK,7.438009
2021-07-28,DKK,7.431908
2021-07-29,DKK,7.435283
2021-07-30,DKK,7.436718
2021-07-31,DKK,7.436407
2021-08-01,DKK,7.431277
2021-08-02,DKK,7.438138
2021-08-03,DKK,7.437671
2021-08-04,DKK,7.429405
2021-08-05,DKK,7.431927
2021-08-06,DKK,7.434932
2021-08-07,DKK,7.434355
2021-08-08,DKK,7.436202
2021-08-09,DKK,7.433582
2021-08-10,DKK,7.433103
2021-08-11,DKK,7.432443
2021-08-12,DKK,7.434925
2021-08-13,DKK,7.431331
2021-08-14,DKK,7.434266
2021-08-15,DKK,7.432732
2021-08-16,DKK,7.433596
2020-08-16,CHF,1.076535
2020-08-17,CHF,1.076441
2020-08-18,CHF,1.07839
2020-08-19,CHF,1.083629
2020-08-20,CHF,1.076615
2020-08-21,CHF,1.074835
2020-08-22,CHF,1.07479
2020-08-23,CHF,1.075746
2020-08-24,CHF,1.075657
2020-08-25,CHF,1.074402
2020-08-26,CHF,1.07441
2020-08-27,CHF,1.074814
2020-08-28,CHF,1.076404
2020-08-29,CHF,1.076426
2020-08-30,CHF,1.076489
2020-08-31,CHF,1.07895
2020-09-01,CHF,1.084011
2020-09-02,CHF,1.080063
2020-09-03,CHF,1.077862
2020-09-04,CHF,1.080625
2020-09-05,CHF,1.080625
2020-09-06,CHF,1.081451
2020-09-07,CHF,1.08294
2020-09-08,CHF,1.080468
2020-09-09,CHF,1.077043
2020-09-10,CHF,1.076239
2020-09-11,CHF,1.077008
2020-09-12,CHF,1.076817
2020-09-13,CHF,1.076484
2020-09-14,CHF,1.078138
2020-09-15,CHF,1.075929
2020-09-16,CHF,1.07499
2020-09-17,CHF,1.076394
2020-09-18,CHF,1.079199
2020-09-19,CHF,1.079258
2020-09-20,CHF,1.078789
2020-09-21,CHF,1.076491
2020-09-22,CHF,1.077076
2020-09-23,CHF,1.077673
2020-09-24,CHF,1.081851
2020-09-25,CHF,1.080599
2020-09-26,CHF,1.080557
2020-09-27,CHF,1.079926
2020-09-28,CHF,1.07883
2020-09-29,CHF,1.079503
2020-09-30,CHF,1.079992
2020-10-01,CHF,1.079314
2020-10-02,CHF,1.078262
2020-10-03,CHF,1.078891
2020-10-04,CHF,1.075282
2020-10-05,CHF,1.078815
2020-10-06,CHF,1.077152
2020-10-07,CHF,1.078937
2020-10-08,CHF,1.078779
2020-10-09,CHF,1.076193
2020-10-10,CHF,1.076083
2020-10-11,CHF,1.075848
2020-10-12,CHF,1.073964
2020-10-13,CHF,1.074825
2020-10-14,CHF,1.072835
2020-10-15,CHF,1.07066
2020-10-16,CHF,1.071984
2020-10-17,CHF,1.07185
2020-10-18,CHF,1.071988
2020-10-19,CHF,1.071569
2020-10-20,CHF,1.072563
2020-10-21,CHF,1.073959
2020-10-22,CHF,1.072566
2020-10-23,CHF,1.072823
2020-10-24,CHF,1.07254
2020-10-25,CHF,1.071739
2020-10-26,CHF,1.072386
2020-10-27,CHF,1.071229
2020-10-28,CHF,1.069583
2020-10-29,CHF,1.068898
2020-10-30,CHF,1.07171
2020-10-31,CHF,1.071971
2020-11-01,CHF,1.067586
2020-11-02,CHF,1.069364
2020-11-03,CHF,1.069973
2020-11-04,CHF,1.070108
2020-11-05,CHF,1.069988
2020-11-06,CHF,1.068962
2020-11-07,CHF,1.068985
2020-11-08,CHF,1.069613
2020-11-09,CHF,1.079751
2020-11-10,CHF,1.081196
2020-11-11,CHF,1.080062
2020-11-12,CHF,1.080081
2020-11-13,CHF,1.080042
2020-11-14,CHF,1.080515
2020-11-15,CHF,1.08047
2020-11-16,CHF,1.081933
2020-11-17,CHF,1.081083
2020-11-18,CHF,1.080132
2020-11-19,CHF,1.081439
2020-11-20,CHF,1.08008
2020-11-21,CHF,1.080093
2020-11-22,CHF,1.080664
2020-11-23,CHF,1.080418
2020-11-24,CHF,1.083522
2020-11-25,CHF,1.082403
2020-11-26,CHF,1.080032
2020-11-27,CHF,1.082156
2020-11-28,CHF,1.082775
2020-11-29,CHF,1.082336
2020-11-30,CHF,1.083421
2020-12-01,CHF,1.086169
2020-12-02,CHF,1.083846
2020-12-03,CHF,1.081957
2020-12-04,CHF,1.081679
2020-12-05,CHF,1.081679
2020-12-06,CHF,1.08103
2020-12-07,CHF,1.078777
2020-12-08,CHF,1.076258
2020-12-09,CHF,1.074535
2020-12-10,CHF,1.075697
2020-12-11,CHF,1.077456
2020-12-12,CHF,1.077465
2020-12-13,CHF,1.078127
2020-12-14,CHF,1.076831
2020-12-15,CHF,1.076363
2020-12-16,CHF,1.079765
2020-12-17,CHF,1.084789
2020-12-18,CHF,1.082264
2020-12-19,CHF,1.082695
2020-12-20,CHF,1.08248
2020-12-21,CHF,1.084763
2020-12-22,CHF,1.081978
2020-12-23,CHF,1.083053
2020-12-24,CHF,1.085462
2020-12-25,CHF,1.084614
2020-12-26,CHF,1.084614
2020-12-27,CHF,1.084772
2020-12-28,CHF,1.085717
2020-12-29,CHF,1.082948
2020-12-30,CHF,1.084071
2020-12-31,CHF,1.082473
2021-01-01,CHF,1.083648
2021-01-02,CHF,1.080106
2021-01-03,CHF,1.081449
2021-01-04,CHF,1.079449
2021-01-05,CHF,1.080174
2021-01-06,CHF,1.08329
2021-01-07,CHF,1.085955
2021-01-08,CHF,1.081871
2021-01-09,CHF,1.082591
2021-01-10,CHF,1.082412
2021-01-11,CHF,1.082003
2021-01-12,CHF,1.08224
2021-01-13,CHF,1.079214
2021-01-14,CHF,1.079365
2021-01-15,CHF,1.076386
2021-01-16,CHF,1.07605
2021-01-17,CHF,1.075874
2021-01-18,CHF,1.07584
2021-01-19,CHF,1.077713
2021-01-20,CHF,1.077093
2021-01-21,CHF,1.077031
2021-01-22,CHF,1.077245
2021-01-23,CHF,1.077731
2021-01-24,CHF,1.077688
2021-01-25,CHF,1.078285
2021-01-26,CHF,1.078563
2021-01-27,CHF,1.076102
2021-01-28,CHF,1.077056
2021-01-29,CHF,1.081665
2021-01-30,CHF,1.080935
2021-01-31,CHF,1.079989
2021-02-01,CHF,1.082029
2021-02-02,CHF,1.08099
2021-02-03,CHF,1.081982
2021-02-04,CHF,1.081932
2021-02-05,CHF,1.083149
2021-02-06,CHF,1.083292
2021-02-07,CHF,1.082792
2021-02-08,CHF,1.082989
2021-02-09,CHF,1.081521
2021-02-10,CHF,1.079071
2021-02-11,CHF,1.07982
2021-02-12,CHF,1.08039
2021-02-13,CHF,1.080442
2021-02-14,CHF,1.080915
2021-02-15,CHF,1.079745
2021-02-16,CHF,1.080331
2021-02-17,CHF,1.082214
2021-02-18,CHF,1.083525
2021-02-19,CHF,1.086673
2021-02-20,CHF,1.086704
2021-02-21,CHF,1.086217
2021-02-22,CHF,1.089858
2021-02-23,CHF,1.099718
2021-02-24,CHF,1.103152
2021-02-25,CHF,1.101988
2021-02-26,CHF,1.096532
2021-02-27,CHF,1.096534
2021-02-28,CHF,1.096765
2021-03-01,CHF,1.102185
2021-03-02,CHF,1.105657
2021-03-03,CHF,1.109545
2021-03-04,CHF,1.112535
2021-03-05,CHF,1.10905
2021-03-06,CHF,1.10905
2021-03-07,CHF,1.109553
2021-03-08,CHF,1.10954
2021-03-09,CHF,1.104153
2021-03-10,CHF,1.108484
2021-03-11,CHF,1.107606
2021-03-12,CHF,1.111513
2021-03-13,CHF,1.111498
2021-03-14,CHF,1.110463
2021-03-15,CHF,1.106331
2021-03-16,CHF,1.100701
2021-03-17,CHF,1.105004
2021-03-18,CHF,1.105359
2021-03-19,CHF,1.110757
2021-03-20,CHF,1.110757
2021-03-21,CHF,1.105004
2021-03-22,CHF,1.101842
2021-03-23,CHF,1.10659
2021-03-24,CHF,1.105552
2021-03-25,CHF,1.106297
2021-03-26,CHF,1.107755
2021-03-27,CHF,1.10784
2021-03-28,CHF,1.107355
2021-03-29,CHF,1.104976
2021-03-30,CHF,1.104012
2021-03-31,CHF,1.106956
2021-04-01,CHF,1.109607
2021-04-02,CHF,1.108626
2021-04-03,CHF,1.108513
2021-04-04,CHF,1.108975
2021-04-05,CHF,1.10635
2021-04-06,CHF,1.105246
2021-04-07,CHF,1.103302
2021-04-08,CHF,1.101053
2021-04-09,CHF,1.100099
2021-04-10,CHF,1.100664
2021-04-11,CHF,1.101062
2021-04-12,CHF,1.098813
2021-04-13,CHF,1.100153
2021-04-14,CHF,1.105975
2021-04-15,CHF,1.103641
2021-04-16,CHF,1.102661
2021-04-17,CHF,1.1024
2021-04-18,CHF,1.1022
2021-04-19,CHF,1.101614
2021-04-20,CHF,1.102198
2021-04-21,CHF,1.103431
2021-04-22,CHF,1.101983
2021-04-23,CHF,1.105814
2021-04-24,CHF,1.105969
2021-04-25,CHF,1.104868
2021-04-26,CHF,1.104917
2021-04-27,CHF,1.105041
2021-04-28,CHF,1.102847
2021-04-29,CHF,1.101868
2021-04-30,CHF,1.09715
2021-05-01,CHF,1.097665
2021-05-02,CHF,1.097987
2021-05-03,CHF,1.099268
2021-05-04,CHF,1.097657
2021-05-05,CHF,1.096363
2021-05-06,CHF,1.095091
2021-05-07,CHF,1.096416
2021-05-08,CHF,1.09565
2021-05-09,CHF,1.09571
2021-05-10,CHF,1.093526
2021-05-11,CHF,1.097608
2021-05-12,CHF,1.097529
2021-05-13,CHF,1.094068
2021-05-14,CHF,1.09504
2021-05-15,CHF,1.095173
2021-05-16,CHF,1.095266
2021-05-17,CHF,1.097868
2021-05-18,CHF,1.097184
2021-05-19,CHF,1.100323
2021-05-20,CHF,1.097357
2021-05-21,CHF,1.093661
2021-05-22,CHF,1.093781
2021-05-23,CHF,1.09349
2021-05-24,CHF,1.095651
2021-05-25,CHF,1.096975
2021-05-26,CHF,1.094554
2021-05-27,CHF,1.093955
2021-05-28,CHF,1.097192
2021-05-29,CHF,1.097158
2021-05-30,CHF,1.09706
2021-05-31,CHF,1.098798
2021-06-01,CHF,1.096208
2021-06-02,CHF,1.096635
2021-06-03,CHF,1.096131
2021-06-04,CHF,1.093806
2021-06-05,CHF,1.09387
2021-06-06,CHF,1.093828
2021-06-07,CHF,1.094346
2021-06-08,CHF,1.091723
2021-06-09,CHF,1.090947
2021-06-10,CHF,1.089192
2021-06-11,CHF,1.08696
2021-06-12,CHF,1.087746
2021-06-13,CHF,1.087689
2021-06-14,CHF,1.090271
2021-06-15,CHF,1.089442
2021-06-16,CHF,1.090058
2021-06-17,CHF,1.092972
2021-06-18,CHF,1.09506
2021-06-19,CHF,1.095139
2021-06-20,CHF,1.094984
2021-06-21,CHF,1.09403
2021-06-22,CHF,1.09658
2021-06-23,CHF,1.095516
2021-06-24,CHF,1.09528
2021-06-25,CHF,1.094613
2021-06-26,CHF,1.094485
2021-06-27,CHF,1.09469
2021-06-28,CHF,1.096861
2021-06-29,CHF,1.095997
2021-06-30,CHF,1.097163
2021-07-01,CHF,1.096878
2021-07-02,CHF,1.09288
2021-07-03,CHF,1.09266
2021-07-04,CHF,1.092898
2021-07-05,CHF,1.09388
2021-07-06,CHF,1.09298
2021-07-07,CHF,1.091679
2021-07-08,CHF,1.083772
2021-07-09,CHF,1.085519
2021-07-10,CHF,1.08545
2021-07-11,CHF,1.085833
2021-07-12,CHF,1.085561
2021-07-13,CHF,1.081942
2021-07-14,CHF,1.082396
2021-07-15,CHF,1.084213
2021-07-16,CHF,1.085917
2021-07-17,CHF,1.084851
2021-07-18,CHF,1.085521
2021-07-19,CHF,1.083257
2021-07-20,CHF,1.085318
2021-07-21,CHF,1.082059
2021-07-22,CHF,1.082029
2021-07-23,CHF,1.082768
2021-07-24,CHF,1.083185
2021-07-25,CHF,1.082929
2021-07-26,CHF,1.081015
2021-07-27,CHF,1.080977
2021-07-28,CHF,1.077891
2021-07-29,CHF,1.077528
2021-07-30,CHF,1.074226
2021-07-31,CHF,1.075649
2021-08-01,CHF,1.074664
2021-08-02,CHF,1.075242
2021-08-03,CHF,1.073026
2021-08-04,CHF,1.072167
2021-08-05,CHF,1.072717
2021-08-06,CHF,1.075754
2021-08-07,CHF,1.075467
2021-08-08,CHF,1.07761
2021-08-09,CHF,1.081194
2021-08-10,CHF,1.082086
2021-08-11,CHF,1.081938
2021-08-12,CHF,1.084172
2021-08-13,CHF,1.079968
2021-08-14,CHF,1.079987
2021-08-15,CHF,1.080217
2021-08-16,CHF,1.075443
